type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status
single_family,2022,3,2,2,1,2,22216,1564,1,05-31-18,395000,for_sale
single_family,2017,4,4,4,1,3,10890,2858,1,01-30-17,950000,for_sale
single_family,2022,4,3,3,1,3,102366,2166,1,05-31-18,729900,for_sale
land,2003,4,0,2,1,2,436036,2400,2,05-31-18,800000,for_sale
single_family,2023,5,3,3,1,3,7841,3204,2,05-31-18,715000,for_sale
single_family,2014,4,6,4,2,2,6969600,4689,1,05-31-18,9150000,for_sale
land,2003,4,0,2,1,2,23522,2400,2,05-31-18,57000,for_sale
single_family,1984,3,2,2,1,1,4792,1318,3,10-30-15,424900,for_sale
single_family,2009,4,2,2,1,2,43124,2039,1,05-31-18,455000,for_sale
single_family,2018,5,2,1,1,2,10019,3085,2,11-06-18,599000,for_sale
single_family,2020,3,2,2,1,2,5227,1585,1,11-04-21,550000,for_sale
single_family,1953,6,4,2,1,2,10454,3499,2,07-09-21,935000,for_sale
land,2003,4,0,2,1,2,3963960,2400,2,05-31-18,69900,for_sale
single_family,2007,3,3,2,1,2,2614,1435,2,03-10-15,400000,for_sale
mobile,1978,3,2,1,1,2,13939,1389,1,05-31-18,80000,for_sale
single_family,2023,5,4,3,1,3,35284,5067,2,03-15-22,1399999,for_sale
single_family,2012,4,3,2,1,4,13939,4386,3,02-16-12,698900,for_sale
single_family,1910,3,1,1,1,2,91040,1567,3,05-31-18,380000,for_sale
single_family,1998,3,2,2,1,2,8276,1381,1,09-29-04,435000,for_sale
single_family,1999,5,2,2,1,2,217800,1728,2,05-31-18,345000,for_sale
single_family,2024,3,2,2,1,2,10454,1269,1,05-31-18,368000,for_sale
single_family,2016,5,4,3,1,4,27443,5049,2,01-20-17,1200000,for_sale
land,2003,4,0,2,1,2,157252,2400,2,05-31-18,150000,for_sale
mobile,1977,4,2,2,1,2,220849,1680,1,05-31-18,275000,for_sale
single_family,2004,8,4,4,1,2,12197,4331,3,08-03-04,995000,for_sale
single_family,1996,3,2,2,1,2,11761,1105,1,06-26-18,430000,for_sale
single_family,2013,6,4,3,1,3,10890,3074,3,06-01-18,635000,for_sale
land,2003,4,0,2,1,2,10890,2400,2,05-31-18,94500,for_sale
single_family,2020,7,6,6,1,6,21780,5491,2,05-31-18,2200000,for_sale
land,2003,4,0,2,1,2,217364,2400,2,05-31-18,25000,for_sale
land,2003,4,0,2,1,2,217800,2400,2,05-31-18,79700,for_sale
single_family,1978,4,2,1,1,2,10019,1950,2,12-02-22,500000,for_sale
single_family,2004,4,4,3,1,6,13068,5395,3,12-09-13,1150000,for_sale
land,2003,4,0,2,1,2,15246,2400,2,05-31-18,272725,for_sale
single_family,2021,3,3,2,1,2,4356,1729,2,05-31-18,500000,for_sale
land,2003,4,0,2,1,2,17424,2400,2,05-31-18,300250,for_sale
townhomes,1995,2,1,1,1,1,1307,997,1,05-16-19,269000,for_sale
single_family,2022,4,3,3,1,3,10454,2485,1,05-31-18,889000,for_sale
single_family,2021,5,5,4,1,3,22651,3860,2,05-31-18,1125000,for_sale
single_family,2001,3,2,1,1,2,7405,2646,2,11-01-13,650000,for_sale
land,2003,4,0,2,1,2,17860,2400,2,05-31-18,295400,for_sale
single_family,2014,5,3,1,1,2,339768,2944,2,05-31-18,650000,for_sale
single_family,2024,6,8,6,2,4,107158,8034,3,05-31-18,3392000,for_sale
land,2003,4,0,2,1,2,19602,2400,2,07-31-19,949000,for_sale
mobile,1997,3,2,1,1,2,13939,1375,1,05-31-18,150000,for_sale
land,2003,4,0,2,1,2,40075,2400,2,05-31-18,1159000,for_sale
land,2003,4,0,2,1,2,3484800,2400,2,05-31-18,129000,for_sale
single_family,1948,3,2,1,1,2,740520,3388,2,05-31-18,700000,for_sale
single_family,1914,2,1,1,1,2,14810,928,2,05-31-18,250000,for_sale
single_family,2015,3,4,4,1,4,21780,4040,1,05-31-18,2395000,for_sale
farm,2003,4,0,2,1,2,43560,2400,2,05-31-18,119000,for_sale
single_family,2019,3,3,2,1,2,4356,1596,2,09-24-19,450000,for_sale
mobile,2002,3,3,2,1,2,260924,1904,1,05-31-18,539000,for_sale
townhomes,2016,3,3,2,1,2,6098,2117,2,03-16-16,540000,for_sale
single_family,2002,3,2,2,1,2,43560,1872,1,12-27-10,569000,for_sale
single_family,2021,6,6,6,1,6,120226,3945,1,05-31-18,1575000,for_sale
single_family,1946,5,4,3,1,2,7405,2304,3,09-30-05,529900,for_sale
land,2003,4,0,2,1,2,78844,2400,2,04-28-21,155000,for_sale
single_family,1994,5,3,3,1,6,65340,3612,2,07-31-06,897000,for_sale
townhomes,1997,2,2,2,1,2,2178,1471,1,05-31-18,379900,for_sale
single_family,2015,5,4,3,1,3,30056,5134,3,06-19-15,900000,for_sale
single_family,2024,5,5,3,1,3,6970,5009,4,05-31-18,1650000,for_sale
single_family,2017,4,2,2,1,2,7841,1786,1,05-31-18,440000,for_sale
single_family,2019,3,2,2,1,2,10890,2794,2,01-09-20,475000,for_sale
single_family,1933,2,1,1,1,2,6534,1690,2,05-31-18,359500,for_sale
mobile,1972,2,1,1,1,2,13939,924,1,05-31-18,46500,for_sale
mobile,1973,2,2,2,1,2,13939,875,1,05-31-18,60000,for_sale
single_family,2015,3,2,2,1,5,24829,3200,2,05-22-15,660000,for_sale
single_family,1998,6,3,3,1,2,9583,2993,2,03-29-17,649999,for_sale
single_family,2015,6,4,3,1,3,10454,4045,2,06-01-15,910000,for_sale
condos,1979,4,3,2,1,2,436,2135,3,09-30-21,465000,for_sale
single_family,2023,3,3,2,1,3,87991,2500,1,05-31-18,875000,for_sale
land,2003,4,0,2,1,2,155509,2400,2,05-20-22,132000,for_sale
single_family,2023,3,4,4,1,3,13068,3248,2,05-31-18,899999,for_sale
mobile,1977,2,1,1,1,2,13939,728,1,05-31-18,41900,for_sale
single_family,2009,2,2,1,1,2,3049,1412,1,09-02-09,429499,for_sale
single_family,1949,1,1,1,1,2,20909,550,1,12-10-22,280000,for_sale
land,2003,4,0,2,1,2,41818,2400,2,05-31-18,29000,for_sale
townhomes,2021,5,45,45,1,2,5663,2741,2,05-31-18,999000,for_sale
single_family,2024,5,4,2,1,3,15246,4500,3,05-31-18,914900,for_sale
single_family,2020,5,3,2,1,4,14810,2910,2,12-14-20,759000,for_sale
single_family,1910,4,3,2,1,2,10890,3204,2,05-31-18,685000,for_sale
land,2003,4,0,2,1,2,64904,2400,2,05-31-18,285000,for_sale
land,2003,4,0,2,1,2,11761,2400,2,05-31-18,44900,for_sale
single_family,2004,6,5,4,1,3,32234,5428,3,08-09-12,999900,for_sale
single_family,1992,4,3,3,1,2,5227,1597,2,05-31-18,550000,for_sale
mobile,2021,3,2,2,1,2,61420,2006,1,05-31-18,626500,for_sale
single_family,2017,5,3,3,1,3,131987,3907,2,04-08-02,1100000,for_sale
single_family,2013,4,4,4,1,3,10019,2615,1,05-31-18,1545000,for_sale
single_family,2010,6,13,13,1,8,6795360,2400,2,05-31-18,15500000,for_sale
single_family,1980,5,2,2,1,2,10019,2348,2,05-31-18,390000,for_sale
townhomes,1978,3,3,1,1,2,436,1440,2,09-15-20,369900,for_sale
single_family,1996,6,4,3,1,2,48352,3427,2,05-28-21,799999,for_sale
condos,2000,3,4,3,1,1,13939,2994,2,05-31-18,895000,for_sale
single_family,2015,5,3,3,1,2,10019,1810,3,06-22-18,469000,for_sale
townhomes,2020,3,2,1,1,2,436,1280,2,02-03-21,260000,for_sale
single_family,2003,3,0,2,1,2,784080,2400,2,05-31-18,895000,for_sale
single_family,2023,6,4,2,1,1,29621,3260,1,05-31-18,1990000,for_sale
single_family,1993,3,4,4,1,4,871200,3650,3,02-06-17,949000,for_sale
single_family,2007,4,6,6,1,3,22651,6100,1,05-31-18,4465000,for_sale
land,2003,4,0,2,1,2,1742400,2400,2,09-22-17,1499000,for_sale
single_family,2022,7,5,4,1,3,12197,5502,3,05-31-18,1250000,for_sale
single_family,2017,5,4,3,1,2,3920,3295,3,01-02-18,645000,for_sale
single_family,2019,4,3,2,1,3,10454,3353,3,11-05-19,629900,for_sale
single_family,2024,3,3,2,1,2,35284,3402,1,05-31-18,865000,for_sale
single_family,2023,3,2,2,1,3,20038,1670,1,05-31-18,499900,for_sale
single_family,1997,3,2,2,1,2,7841,1545,1,10-07-20,465000,for_sale
mobile,1998,3,2,1,1,2,13068,1392,1,05-31-18,415000,for_sale
townhomes,2020,4,4,2,1,2,1742,2706,3,05-31-18,430000,for_sale
single_family,2024,4,3,2,1,3,6098,3632,3,05-31-18,718150,for_sale
single_family,2024,3,3,2,1,2,119790,1712,1,05-31-18,420000,for_sale
single_family,1985,4,3,2,1,2,5227,2275,2,05-29-15,549900,for_sale
single_family,1998,5,4,3,1,3,22216,6197,3,05-16-18,1585000,for_sale
single_family,2004,7,4,4,1,3,17860,5900,3,04-02-04,1039000,for_sale
land,2003,4,0,2,1,2,871200,2400,2,05-31-18,320000,for_sale
single_family,1960,4,3,1,1,2,13504,3256,2,09-21-98,1250000,for_sale
land,2003,4,0,2,1,2,43560,2400,2,05-31-18,89000,for_sale
single_family,2014,6,4,3,1,2,8712,3526,3,05-31-18,589000,for_sale
single_family,1978,7,3,1,1,2,9148,3238,2,02-24-23,759000,for_sale
single_family,2017,7,4,3,1,4,15246,4362,3,05-31-18,799990,for_sale
single_family,2008,4,3,1,1,2,20473,1800,1,05-31-18,595000,for_sale
single_family,1910,4,2,1,1,6,53143,3043,3,05-31-18,895000,for_sale
single_family,1978,5,3,3,1,2,12632,2900,2,05-31-18,584900,for_sale
single_family,2020,5,3,3,1,4,22216,4988,2,12-31-19,980000,for_sale
single_family,1978,4,3,2,1,2,21780,3130,2,05-31-18,824900,for_sale
single_family,2021,5,6,6,1,4,10019,3837,2,05-31-18,1250000,for_sale
single_family,1900,3,1,1,1,2,4356,832,1,12-28-21,349900,for_sale
single_family,2019,6,4,3,1,3,13939,4979,2,11-25-19,1275000,for_sale
single_family,2012,6,3,3,1,2,11326,2720,2,12-07-16,675000,for_sale
single_family,1995,2,2,1,1,2,4356,1200,1,06-16-97,320000,for_sale
single_family,2008,4,3,2,1,2,10019,2750,2,05-31-18,499000,for_sale
single_family,1948,4,2,2,1,2,13068,1437,1,05-31-18,269900,for_sale
single_family,1967,3,2,2,1,2,24394,2842,2,05-31-18,360000,for_sale
townhomes,2006,2,2,2,1,2,13939,1260,1,03-09-17,335000,for_sale
single_family,2018,5,3,3,1,2,8712,2522,2,05-31-18,499900,for_sale
single_family,2021,6,4,4,1,3,14375,3544,2,05-31-18,799000,for_sale
single_family,1972,4,2,2,1,2,8712,1758,2,06-03-14,475900,for_sale
single_family,2024,5,4,3,1,2,7841,4297,3,05-31-18,989900,for_sale
single_family,2001,8,9,2,2,6,217800,9646,3,08-01-05,26000000,for_sale
condos,1987,1,1,1,1,2,13939,588,1,05-31-18,130000,for_sale
single_family,2004,6,4,3,1,5,43560,5444,2,03-04-04,1950000,for_sale
land,2003,4,0,2,1,2,431244,2400,2,05-31-18,25000,for_sale
single_family,2023,4,3,2,1,4,7405,2655,2,05-31-18,598000,for_sale
single_family,2007,5,5,4,1,7,18731,5830,2,09-12-07,4450000,for_sale
single_family,2018,3,4,4,1,10,146362,4237,1,07-21-16,1299000,for_sale
single_family,1990,5,4,3,1,3,33106,4308,2,06-04-99,1095612,for_sale
single_family,2021,3,2,2,1,2,8712,1623,1,05-31-18,459000,for_sale
single_family,2020,5,4,4,1,3,10019,3312,1,05-31-18,745000,for_sale
mobile,1986,3,2,2,1,3,22216,1680,1,05-31-18,265000,for_sale
mobile,1981,3,2,2,1,2,16553,969,1,05-31-18,156000,for_sale
condos,1987,1,1,1,1,2,13939,588,1,05-31-18,130000,for_sale
land,2003,4,0,2,1,2,43560,2400,2,05-31-18,150000,for_sale
single_family,2011,5,4,3,1,3,10019,3441,3,05-31-18,690000,for_sale
single_family,2003,4,4,2,1,4,11326,3203,3,08-24-22,699000,for_sale
single_family,1995,5,3,2,1,2,12197,2870,3,05-31-18,589000,for_sale
single_family,1920,2,1,1,1,2,28750,1479,2,05-31-18,350000,for_sale
single_family,1983,3,3,2,1,1,20038,1552,2,05-31-18,439999,for_sale
single_family,2009,6,4,3,1,2,847678,4282,2,04-03-07,875000,for_sale
land,2003,4,0,2,1,2,52272,2400,2,05-31-18,18000,for_sale
land,2003,4,0,2,1,2,114563,2400,2,06-01-15,42500,for_sale
single_family,1987,5,3,1,1,4,43560,2324,3,05-31-18,615000,for_sale
land,2003,4,0,2,1,2,846806,2400,2,05-31-18,65000,for_sale
single_family,2020,4,3,2,1,2,9583,2020,2,08-19-22,523000,for_sale
single_family,2019,3,3,2,1,2,8276,3151,3,05-31-18,630000,for_sale
single_family,2006,5,4,3,1,3,20038,6286,2,03-07-06,1310000,for_sale
single_family,1988,4,3,3,1,8,217800,2830,2,05-31-18,670000,for_sale
single_family,1987,4,2,2,1,2,434293,2428,2,05-31-18,1100000,for_sale
single_family,1942,3,2,1,1,1,9583,1996,2,05-31-18,349000,for_sale
single_family,2011,3,3,2,1,2,435600,1692,2,05-31-18,1000000,for_sale
single_family,1940,4,2,1,1,2,24394,2562,3,03-15-22,319000,for_sale
single_family,1895,3,1,1,1,2,8712,1188,1,10-26-05,335000,for_sale
single_family,2015,6,3,3,1,3,13939,4279,2,08-02-16,950000,for_sale
single_family,1992,4,4,1,1,1,40946,4344,2,05-31-18,1275000,for_sale
single_family,2024,4,3,3,1,3,11326,2459,1,05-31-18,659900,for_sale
single_family,1996,4,3,3,1,5,14810,4500,2,01-31-20,1295000,for_sale
single_family,2024,3,3,2,1,3,10454,4614,2,05-31-18,785500,for_sale
mobile,1997,3,2,2,1,1,16117,1404,1,05-31-18,520000,for_sale
single_family,2021,3,5,3,2,4,723096,4800,2,05-31-18,2750000,for_sale
single_family,1979,5,3,1,1,3,25265,2859,2,09-30-99,599900,for_sale
single_family,2024,4,2,2,1,3,8276,2169,1,05-31-18,684900,for_sale
single_family,1974,5,3,2,1,2,10019,2818,2,05-12-09,685000,for_sale
mobile,1983,3,2,2,1,2,13939,1200,1,05-31-18,144500,for_sale
condos,1987,1,1,1,1,2,13939,588,1,05-31-18,150000,for_sale
single_family,1958,3,2,1,1,1,10019,2400,3,05-31-18,525000,for_sale
townhomes,2018,3,3,2,1,2,1307,2337,3,10-31-18,545000,for_sale
single_family,1992,4,2,2,1,2,71003,2001,1,04-25-17,670000,for_sale
condos,1987,2,1,1,1,2,13939,881,1,05-03-11,150000,for_sale
single_family,1970,5,3,1,1,2,146797,2720,2,05-31-18,875000,for_sale
land,2003,4,0,2,1,2,19602000,2400,2,05-31-18,350000,for_sale
single_family,1999,8,12,12,1,4,105415,16150,2,05-17-13,5990000,for_sale
single_family,1994,5,5,4,1,2,15682,4228,2,10-10-17,675000,for_sale
land,2003,4,0,2,1,2,48787,2400,2,05-31-18,3900,for_sale
single_family,2022,1,1,2,1,6,39640,3500,1,05-31-18,650000,for_sale
mobile,1997,3,2,1,1,2,13939,960,1,05-31-18,117000,for_sale
condos,1987,1,1,1,1,2,13939,588,1,05-31-18,150000,for_sale
single_family,1963,6,3,2,1,2,22651,2802,2,12-29-22,460000,for_sale
single_family,2005,4,2,2,1,2,12197,2630,3,04-03-20,634999,for_sale
single_family,2000,5,4,2,1,15,43560,4313,3,11-21-16,1575000,for_sale
single_family,2019,5,3,2,1,3,11326,4461,3,03-19-19,1299900,for_sale
single_family,1993,5,6,6,1,3,50965,5224,2,08-05-05,2745000,for_sale
single_family,2019,7,5,2,1,4,22216,6165,2,01-31-12,1549900,for_sale
single_family,2014,4,2,2,1,2,10890,2840,2,08-09-18,595000,for_sale
single_family,2017,5,4,3,1,3,30056,4070,2,04-23-22,1900000,for_sale
single_family,2024,3,3,2,1,2,18295,5013,2,05-31-18,690000,for_sale
single_family,2021,4,4,3,1,3,10019,2651,1,05-31-18,995000,for_sale
single_family,1993,4,3,2,1,2,43560,4570,2,05-31-18,950000,for_sale
single_family,1992,5,4,2,1,2,27007,3804,3,09-04-97,865000,for_sale
condos,1988,2,1,1,1,2,871,924,1,10-18-21,270000,for_sale
single_family,2024,6,4,3,1,4,16988,5696,3,05-31-18,1859900,for_sale
condos,1987,1,1,1,1,2,13939,588,1,05-31-18,150000,for_sale
single_family,2006,4,3,3,1,2,4356,2208,1,05-31-18,699000,for_sale
condos,1987,1,1,1,1,2,13939,588,1,05-31-18,150000,for_sale
single_family,1976,5,3,1,1,2,3049,2973,3,05-31-18,1100000,for_sale
land,2003,4,0,2,1,2,22216,2400,2,05-31-18,60000,for_sale
condos,1987,1,1,1,1,2,13939,588,1,05-31-18,150000,for_sale
condos,1987,1,1,1,1,2,13939,588,1,05-31-18,150000,for_sale
single_family,2022,3,2,2,1,2,16553,2847,2,05-04-22,425000,for_sale
land,2003,4,0,2,1,2,8438008,2400,2,05-31-18,219000,for_sale
farm,2003,4,0,2,1,2,1306800,2400,2,05-31-18,600000,for_sale
condos,1987,1,1,1,1,2,13939,588,1,05-31-18,130000,for_sale
single_family,2018,6,4,3,1,3,18295,5122,3,09-06-18,1275000,for_sale
land,2003,4,0,2,1,2,871200,2400,2,05-31-18,160000,for_sale
land,2003,4,0,2,1,2,13988858,2400,2,05-31-18,130000,for_sale
land,2003,4,0,2,1,2,639896,2400,2,05-31-18,900000,for_sale
single_family,2004,6,5,4,1,3,50965,6620,3,07-17-20,1799000,for_sale
townhomes,2018,4,3,2,1,1,1307,1822,2,05-31-18,405000,for_sale
townhomes,2002,3,2,2,1,1,2178,1331,1,01-07-20,379900,for_sale
single_family,1912,4,1,1,1,2,10019,2030,3,05-31-18,379900,for_sale
single_family,1988,4,2,1,1,2,6098,1568,3,05-31-18,439900,for_sale
townhomes,2022,4,4,3,1,2,1307,2230,3,05-31-18,409500,for_sale
single_family,1917,1,1,1,1,1,13068,975,2,12-11-14,329000,for_sale
single_family,1955,4,2,1,1,1,6534,1909,1,05-17-02,490000,for_sale
single_family,1972,4,2,2,1,2,6534,1668,2,03-24-21,450000,for_sale
single_family,2006,7,9,7,2,5,37897,11185,3,05-31-18,2999000,for_sale
single_family,1997,5,5,5,1,4,55321,3297,2,08-12-11,840000,for_sale
single_family,1940,5,2,2,1,1,5663,1971,2,12-16-11,525000,for_sale
single_family,1997,6,5,4,1,2,11326,3944,2,04-03-01,689900,for_sale
mobile,1962,3,1,1,1,2,33977,600,1,05-31-18,350000,for_sale
single_family,1998,4,2,2,1,2,12197,2136,1,05-31-18,549000,for_sale
condo_townhome_rowhome_coop,1987,1,1,1,1,2,13939,640,2,11-07-18,239900,for_sale
single_family,2001,3,3,3,1,2,85813,2728,1,05-31-18,550000,for_sale
single_family,2022,4,6,6,1,4,18295,5719,2,05-31-18,1440000,for_sale
single_family,1997,4,3,2,1,2,11326,2636,2,05-06-05,479999,for_sale
single_family,2022,6,4,4,1,4,43560,5800,2,05-12-23,1924900,for_sale
single_family,1999,8,5,2,1,3,57064,10391,3,05-31-18,2350000,for_sale
single_family,2011,5,4,3,1,4,33977,4757,3,05-17-21,1000000,for_sale
single_family,2002,6,3,3,1,2,43560,2524,2,05-31-18,619000,for_sale
single_family,2006,5,3,3,1,2,3920,2527,3,06-20-08,539900,for_sale
land,2003,4,0,2,1,2,1742400,2400,2,05-31-18,474823,for_sale
single_family,1976,5,3,3,1,2,46609,2678,3,06-16-04,399000,for_sale
mobile,1997,3,2,2,1,2,13939,1300,1,05-31-18,149000,for_sale
single_family,2024,4,3,2,1,6,10890,2301,1,05-31-18,920000,for_sale
townhomes,1994,3,2,1,1,2,436,1560,3,04-01-16,350000,for_sale
land,2003,4,0,2,1,2,135907,2400,2,05-31-18,375000,for_sale
single_family,1953,4,2,1,1,1,6098,1976,2,05-05-03,385000,for_sale
single_family,1884,3,3,3,1,2,33977,3218,2,04-28-20,795000,for_sale
single_family,2006,3,3,3,1,2,9583,2116,1,10-10-14,625000,for_sale
single_family,2018,4,3,3,1,3,10019,3498,2,05-31-18,769000,for_sale
single_family,2006,4,4,3,1,4,14375,4866,3,05-31-18,924999,for_sale
single_family,1998,4,2,2,1,2,8276,2602,2,04-16-98,539900,for_sale
single_family,1982,3,2,1,1,2,24829,1802,1,05-31-18,398000,for_sale
single_family,1955,3,2,1,1,2,10019,1402,1,11-26-19,424900,for_sale
single_family,1987,3,2,1,1,2,9148,1652,3,04-21-17,399000,for_sale
single_family,2018,4,5,2,2,2,6970,4141,2,07-10-20,815000,for_sale
single_family,2024,6,4,3,1,3,21344,5502,3,05-31-18,1649000,for_sale
single_family,2024,4,3,2,1,3,7841,3373,3,05-31-18,699900,for_sale
land,2003,4,0,2,1,2,284882,2400,2,05-31-18,550000,for_sale
condos,1999,2,1,1,1,2,871,910,1,10-31-01,245000,for_sale
single_family,1956,4,2,2,1,2,20473,2644,2,05-31-18,454000,for_sale
townhomes,1973,2,1,1,1,1,436,894,2,03-11-08,255000,for_sale
single_family,1924,2,1,1,1,2,13068,891,1,05-31-18,252000,for_sale
townhomes,1982,3,4,4,1,2,1814,2136,2,03-15-19,2750000,for_sale
condos,1974,4,2,2,1,2,436,1374,2,04-29-05,750000,for_sale
single_family,2023,3,3,3,1,3,13068,4320,2,05-31-18,650000,for_sale
land,2003,4,0,2,1,2,871200,2400,2,05-31-18,43000,for_sale
single_family,2005,4,3,2,1,2,2614,2606,3,08-21-20,509900,for_sale
single_family,2019,3,4,3,1,2,3049,2282,3,09-07-18,490000,for_sale
condo_townhome_rowhome_coop,2020,2,2,2,1,2,2178,1433,2,11-24-20,469000,for_sale
single_family,2022,3,2,2,1,2,2178,1452,2,05-31-18,575000,for_sale
single_family,2006,5,4,3,1,4,11326,5031,3,09-27-07,1300000,for_sale
single_family,1971,5,3,1,1,2,8276,2432,2,09-03-19,540000,for_sale
single_family,2017,4,3,3,1,2,41818,3069,1,06-21-16,809900,for_sale
single_family,2009,4,2,2,1,2,47045,3400,1,05-31-18,1250000,for_sale
single_family,1999,4,4,3,1,4,15682,3915,3,05-31-18,599500,for_sale
single_family,2020,5,6,5,1,2,25265,5681,3,05-31-18,12950000,for_sale
single_family,1977,4,1,1,1,1,29621,1592,2,05-31-18,225000,for_sale
land,2003,4,0,2,1,2,10454,2400,2,05-31-18,190000,for_sale
single_family,1903,2,1,1,1,2,4792,926,1,11-22-19,300000,for_sale
land,2003,4,0,2,1,2,895158,2400,2,05-31-18,525000,for_sale
townhomes,2024,2,3,2,1,2,1307,1715,3,05-31-18,434500,for_sale
single_family,1888,5,5,5,1,2,32670,4474,3,05-31-18,1199000,for_sale
single_family,2003,2,2,2,1,2,174240,2400,2,05-31-18,262500,for_sale
land,2003,4,0,2,1,2,20909,2400,2,05-31-18,166816,for_sale
single_family,2024,4,3,3,1,3,9148,1709,1,05-31-18,539900,for_sale
townhomes,2002,3,3,1,1,1,436,1235,2,09-09-19,375000,for_sale
single_family,2003,6,3,3,1,2,15246,3445,2,06-01-06,627550,for_sale
single_family,2022,5,4,4,1,3,15246,6605,3,09-22-22,1700000,for_sale
single_family,1975,5,3,3,1,1,7841,2352,2,01-28-19,357000,for_sale
single_family,2017,3,2,2,1,2,17424,3165,2,06-07-22,619000,for_sale
single_family,2023,4,3,3,1,4,15246,2425,1,05-31-18,849900,for_sale
single_family,2016,3,2,2,1,3,20038,4102,2,07-29-16,749900,for_sale
single_family,2023,4,2,2,1,3,10890,2164,1,05-31-18,455000,for_sale
single_family,2024,3,2,2,1,2,7841,1641,1,05-31-18,559900,for_sale
single_family,1967,3,2,1,1,2,9148,1677,2,05-31-18,445000,for_sale
single_family,1993,3,2,2,1,2,8276,2263,3,03-02-98,475000,for_sale
land,2003,4,0,2,1,2,1742400,2400,2,05-31-18,83000,for_sale
single_family,2023,4,4,2,1,3,6970,2547,3,05-31-18,675000,for_sale
mobile,1972,3,2,1,1,2,13939,1750,1,05-31-18,154900,for_sale
single_family,1917,4,1,2,1,2,2614,1205,2,05-31-18,390000,for_sale
townhomes,2003,3,4,2,1,2,1742,2441,3,04-10-06,499999,for_sale
mobile,1971,2,1,1,1,2,13939,828,1,05-31-18,28000,for_sale
townhomes,2022,3,3,1,1,2,1307,1290,2,05-31-18,435000,for_sale
land,2003,4,0,2,1,2,174240,2400,2,05-31-18,70000,for_sale
single_family,1990,7,4,3,1,3,13939,5034,3,07-19-17,1150000,for_sale
single_family,2018,4,4,4,1,3,9583,4461,3,05-31-18,700000,for_sale
single_family,2022,2,2,2,1,2,3049,1738,1,10-12-22,452900,for_sale
single_family,1999,6,3,3,1,3,12197,4562,2,03-19-14,950000,for_sale
single_family,2001,5,3,2,1,2,16117,3546,2,07-16-10,650000,for_sale
single_family,2008,5,5,4,1,3,36155,4549,2,11-02-12,3460000,for_sale
single_family,2002,6,6,3,2,3,30056,5214,3,12-29-16,1099900,for_sale
single_family,2023,5,3,3,1,3,20038,3934,2,05-31-18,849900,for_sale
land,2003,4,0,2,1,2,435600,2400,2,05-31-18,95000,for_sale
single_family,2018,4,3,2,1,2,5227,2960,3,09-14-18,569900,for_sale
condos,2005,2,2,2,1,1,436,1281,1,12-11-18,350000,for_sale
single_family,1981,3,2,1,1,2,13068,1881,1,07-23-19,435000,for_sale
single_family,1978,5,3,1,1,4,12197,2568,2,08-15-95,585000,for_sale
single_family,1986,3,3,3,1,2,5227,1720,2,05-31-18,499990,for_sale
single_family,2018,6,4,3,1,5,131987,4770,2,05-31-18,1299995,for_sale
mobile,1998,4,2,2,1,2,62726,2052,1,11-06-14,399999,for_sale
single_family,1920,3,2,2,1,2,8712,1468,1,05-31-18,350000,for_sale
single_family,2017,8,5,3,1,3,6970,4244,2,06-27-19,789000,for_sale
single_family,1995,3,2,2,1,2,10890,3242,2,03-31-98,625000,for_sale
single_family,2004,3,3,2,1,1,30928,3028,2,05-31-18,1090000,for_sale
townhomes,2024,3,3,2,1,2,436,2185,3,05-31-18,455214,for_sale
townhomes,2005,2,3,2,1,2,1307,1495,3,05-20-21,450000,for_sale
